Threshold: 0.75
100-300-001.txt -> 1.233407075405121
100-300-002.txt -> 1.2953318667411804
100-300-003.txt -> 1.5159421420097352
100-300-004.txt -> 1.4825767874717712
100-300-005.txt -> 1.313965106010437
100-300-006.txt -> 1.3458305597305298
100-300-007.txt -> 1.3905260157585144
100-300-008.txt -> 1.3342022728919982
100-300-009.txt -> 1.1794274830818177
100-300-0010.txt -> 1.2041763257980347
Threshold: 0.80
100-300-01.txt -> 0.9224323105812072
100-300-02.txt -> 0.933939335346222
100-300-03.txt -> 0.9358170747756958
100-300-04.txt -> 0.9172127795219421
100-300-05.txt -> 0.8955248212814331
100-300-06.txt -> 0.9620876455307007
100-300-07.txt -> 0.5222802019119263
100-300-08.txt -> 0.7080310535430908
100-300-09.txt -> 0.7053083086013794
100-300-010.txt -> 0.7101962924003601
Threshold: 0.85
100-300-1.txt -> 0.5716572785377503
100-300-2.txt -> 0.5849180579185486
100-300-3.txt -> 0.5808620119094848
100-300-4.txt -> 0.5934621930122376
100-300-5.txt -> 0.5722685122489929
100-300-6.txt -> 0.5657800483703613
100-300-7.txt -> 0.5780727005004883
100-300-8.txt -> 0.5769570112228394
100-300-9.txt -> 0.5927840423583984
100-300-10.txt -> 0.5771922755241394
