Threshold: 0.75
100-300-001.txt -> 0.8468977618217468
100-300-002.txt -> 0.8517153930664062
100-300-003.txt -> 0.8351670002937317
100-300-004.txt -> 0.7490928554534912
100-300-005.txt -> 0.8063704371452332
100-300-006.txt -> 0.8564935994148254
100-300-007.txt -> 0.8626020789146424
100-300-008.txt -> 1.0916515350341798
100-300-009.txt -> 1.248596749305725
100-300-0010.txt -> 1.0273172354698181
Threshold: 0.80
100-300-01.txt -> 0.711688199043274
100-300-02.txt -> 0.7169034504890441
100-300-03.txt -> 0.7165090894699097
100-300-04.txt -> 0.7171325492858887
100-300-05.txt -> 0.7148759317398071
100-300-06.txt -> 0.6476780104637146
100-300-07.txt -> 0.5169082188606262
100-300-08.txt -> 0.5201401543617249
100-300-09.txt -> 0.5242523908615112
100-300-010.txt -> 0.5216476583480835
Threshold: 0.85
100-300-1.txt -> 0.4139590930938721
100-300-2.txt -> 0.41322003602981566
100-300-3.txt -> 0.4160653328895569
100-300-4.txt -> 0.41185331106185913
100-300-5.txt -> 0.6035991382598876
100-300-6.txt -> 0.468875834941864
100-300-7.txt -> 0.4880289816856384
100-300-8.txt -> 0.38930291891098023
100-300-9.txt -> 0.45743957757949827
100-300-10.txt -> 0.7677303814888
